novelty,uncertainty,task_relevance,temporal_importance,resource_cost,raw_voi_score,voi_score,decision,timestamp,metadata,observation_id,class_id,class_name
0.05907975882291794,2.7275923186742546e-10,0.10000000149011612,0.0,0.504915177822113,0.002232410399842677,0.002232410399842677,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w000,0,Healthy
0.010184481739997864,2.3933202442094625e-07,0.10000001639127731,0.559706449508667,0.504915177822113,0.09950513434506975,0.09950513434506975,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w001,0,Healthy
0.06627371162176132,5.030167948838482e-11,0.10000000149011612,0.5639348030090332,0.504915177822113,0.11717755683017947,0.11717755683017947,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w002,0,Healthy
0.03670196980237961,1.2677702216024045e-05,0.10000083595514297,0.6608530879020691,0.504915177822113,0.12769061720832722,0.12769061720832722,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w003,0,Healthy
0.012097572907805443,0.009602170437574387,0.10125309973955154,0.6319490075111389,0.504915177822113,0.11544624902307987,0.11544624902307987,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w004,0,Healthy
0.0355803556740284,7.667516621623349e-11,0.10000000149011612,0.5625033974647522,0.504915177822113,0.10768326893832206,0.10768326893832206,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w005,0,Healthy
0.02254415489733219,5.094407242722809e-07,0.10000003129243851,0.5964080691337585,0.504915177822113,0.11055337893812975,0.11055337893812975,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w006,0,Healthy
0.0168667733669281,7.754012767691165e-05,0.10000593960285187,0.5902326703071594,0.504915177822113,0.10762100415668102,0.10762100415668102,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w007,0,Healthy
0.03219682723283768,1.4230239209211959e-08,0.10000000149011612,0.5663173794746399,0.504915177822113,0.10743100751562057,0.10743100751562057,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w008,0,Healthy
0.05963355675339699,5.030167948838482e-11,0.10000000149011612,0.6466776728630066,0.504915177822113,0.13173408434046482,0.13173408434046482,DISCARD,,"{'weights': {'novelty': 0.3, 'uncertainty': 0.05, 'task_relevance': 0.35, 'temporal_importance': 0.2, 'resource_cost': 0.1}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",paderborn_K001_N15_M07_F10_m07_vibration_1_w009,0,Healthy
