novelty,uncertainty,task_relevance,temporal_importance,resource_cost,raw_voi_score,voi_score,decision,timestamp,metadata,observation_id,class_id,class_name
0.00834004394710064,4.146883657085709e-05,0.10000338405370712,0.0,0.504915177822113,-0.07930605619694689,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0000_test,0,Normal
0.004325495101511478,4.942706800648011e-05,0.10000409930944443,0.24794551730155945,0.504915177822113,-0.03051812780831825,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0001_test,0,Normal
0.006052600219845772,4.8468587920069695e-05,0.10000400990247726,0.24247197806835175,0.504915177822113,-0.031267624208703645,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0002_test,0,Normal
0.002556541236117482,4.612589327734895e-05,0.10000380873680115,0.24720844626426697,0.504915177822113,-0.03102005113833002,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0003_test,0,Normal
0.0044304439797997475,4.7242865548469126e-05,0.10000389814376831,0.2491128295660019,0.504915177822113,-0.030264152653398935,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0004_test,0,Normal
0.0010772437090054154,4.723404344986193e-05,0.10000389814376831,0.24247877299785614,0.504915177822113,-0.032261605785606676,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0005_test,0,Normal
0.00407115975394845,5.387772762333043e-05,0.10000449419021606,0.2503911256790161,0.504915177822113,-0.030078904094261824,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0006_test,0,Normal
0.008395201526582241,4.33514614996966e-05,0.10000354796648026,0.2541019916534424,0.504915177822113,-0.0284742170428217,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0007_test,0,Normal
0.00046738385572098196,5.027555380365811e-05,0.1000041663646698,0.25041085481643677,0.504915177822113,-0.030796499446296366,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0008_test,0,Normal
0.003230192931368947,4.614400677382946e-05,0.10000380873680115,0.24735400080680847,0.504915177822113,-0.03085620626807213,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0009_test,0,Normal
0.002485081786289811,4.574536069412716e-05,0.10000377893447876,0.24655625224113464,0.504915177822113,-0.031164863899903153,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0010_test,0,Normal
0.008704204112291336,4.590406024362892e-05,0.10000377893447876,0.2467229813337326,0.504915177822113,-0.02988766187627334,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0011_test,0,Normal
0.004676076117902994,4.926876135868952e-05,0.10000408440828323,0.24427370727062225,0.504915177822113,-0.031182408252789173,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0012_test,0,Normal
0.003981007728725672,5.234296259004623e-05,0.10000435262918472,0.2470003366470337,0.504915177822113,-0.03077542757091578,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0013_test,0,Normal
0.0022015948779881,4.934193566441536e-05,0.10000409185886383,0.2480957806110382,0.504915177822113,-0.030912873707711702,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0014_test,0,Normal
0.0018576516304165125,5.766790854977444e-05,0.10000482946634293,0.24658073484897614,0.504915177822113,-0.03128285879356554,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0015_test,0,Normal
0.009591289795935154,4.7130684833973646e-05,0.10000389069318771,0.24256770312786102,0.504915177822113,-0.030541032704059043,0.0,DISCARD,,"{'weights': {'novelty': 0.2, 'uncertainty': 0.2, 'task_relevance': 0.2, 'temporal_importance': 0.2, 'resource_cost': 0.2}, 'thresholds': {'discard_max': 0.25, 'buffer_max': 0.5, 'summary_max': 0.7}}",cwru_098_w0016_test,0,Normal
